Alter_beim_Tod,Zuckerkonsum,Alkoholkonsum,BMI,Sozialstatus,Sport,Raucher,Geschlecht
80,mittel,keiner,23.6,obere Mittelschicht,viel,nein,divers
80,niedrig,hoch,29.4,Mittelschicht,viel,nein,m
83,hoch,mittel,27.0,arm,viel,nein,divers
85,mittel,keiner,29.7,Mittelschicht,moderat,nein,m
88,mittel,moderat,27.6,untere Mittelschicht,moderat,ja,w
73,mittel,mittel,25.6,obere Mittelschicht,keiner,nein,w
87,niedrig,hoch,21.7,untere Mittelschicht,moderat,nein,w
78,niedrig,mittel,23.4,untere Mittelschicht,moderat,ja,w
75,niedrig,moderat,30.1,arm,moderat,nein,m
76,mittel,moderat,25.2,Mittelschicht,moderat,nein,divers
61,niedrig,moderat,28.0,arm,moderat,nein,w
81,niedrig,mittel,33.7,obere Mittelschicht,viel,nein,m
71,mittel,moderat,25.9,arm,viel,ja,w
77,hoch,keiner,31.3,obere Mittelschicht,viel,ja,divers
74,niedrig,moderat,26.1,arm,moderat,nein,divers
81,niedrig,mittel,25.7,reich,moderat,nein,m
70,niedrig,keiner,25.8,obere Mittelschicht,moderat,nein,w
85,mittel,keiner,20.9,untere Mittelschicht,keiner,nein,divers
76,mittel,moderat,22.2,reich,keiner,nein,w
86,niedrig,mittel,18.9,untere Mittelschicht,moderat,nein,m
69,mittel,keiner,26.5,Mittelschicht,moderat,nein,m
90,hoch,hoch,24.7,untere Mittelschicht,viel,nein,w
69,mittel,keiner,32.5,Mittelschicht,viel,ja,divers
60,niedrig,moderat,16.2,arm,keiner,nein,divers
79,niedrig,mittel,23.0,obere Mittelschicht,moderat,nein,divers
64,mittel,mittel,27.8,untere Mittelschicht,moderat,nein,m
77,hoch,keiner,22.7,Mittelschicht,moderat,nein,divers
62,mittel,keiner,28.5,Mittelschicht,viel,nein,m
81,niedrig,hoch,24.6,untere Mittelschicht,moderat,ja,divers
93,mittel,mittel,20.7,untere Mittelschicht,viel,nein,m
59,mittel,moderat,22.2,Mittelschicht,viel,ja,w
74,niedrig,mittel,26.0,untere Mittelschicht,viel,nein,m
72,mittel,moderat,26.4,Mittelschicht,moderat,nein,divers
62,niedrig,moderat,30.8,Mittelschicht,moderat,nein,w
74,niedrig,mittel,29.5,obere Mittelschicht,moderat,ja,divers
78,mittel,keiner,26.8,obere Mittelschicht,moderat,nein,w
80,hoch,keiner,26.8,reich,keiner,nein,divers
81,mittel,moderat,30.3,Mittelschicht,moderat,nein,w
76,hoch,moderat,27.8,untere Mittelschicht,moderat,ja,m
74,hoch,hoch,30.8,reich,keiner,nein,w
68,mittel,moderat,32.2,arm,moderat,nein,w
74,mittel,moderat,19.3,Mittelschicht,moderat,nein,w
76,hoch,mittel,22.3,obere Mittelschicht,moderat,nein,m
83,niedrig,moderat,22.4,untere Mittelschicht,moderat,nein,m
70,hoch,keiner,17.4,Mittelschicht,viel,nein,m
70,niedrig,hoch,15.3,Mittelschicht,viel,nein,m
59,mittel,keiner,28.0,reich,viel,nein,divers
82,hoch,moderat,26.7,obere Mittelschicht,moderat,nein,divers
65,hoch,keiner,24.8,Mittelschicht,moderat,nein,m
74,niedrig,mittel,20.4,reich,moderat,nein,w
90,mittel,moderat,28.5,arm,moderat,nein,divers
72,niedrig,keiner,25.1,Mittelschicht,moderat,ja,w
77,hoch,moderat,16.8,Mittelschicht,moderat,ja,m
72,hoch,moderat,22.3,obere Mittelschicht,moderat,ja,w
64,niedrig,mittel,23.9,reich,moderat,ja,w
92,niedrig,hoch,27.6,arm,moderat,nein,divers
69,mittel,keiner,27.3,untere Mittelschicht,viel,ja,m
88,hoch,hoch,28.7,untere Mittelschicht,viel,nein,divers
75,hoch,keiner,22.4,Mittelschicht,viel,ja,m
81,niedrig,mittel,26.6,obere Mittelschicht,keiner,nein,w
83,niedrig,hoch,27.5,arm,viel,nein,divers
85,mittel,keiner,22.9,Mittelschicht,keiner,ja,m
88,niedrig,moderat,25.8,untere Mittelschicht,moderat,nein,divers
95,niedrig,moderat,22.2,Mittelschicht,keiner,ja,m
92,mittel,mittel,25.8,obere Mittelschicht,moderat,nein,divers
68,mittel,hoch,23.1,obere Mittelschicht,moderat,nein,w
71,mittel,moderat,26.7,Mittelschicht,moderat,ja,divers
80,niedrig,mittel,22.7,obere Mittelschicht,keiner,nein,divers
74,mittel,moderat,33.6,untere Mittelschicht,keiner,ja,m
92,niedrig,mittel,26.7,reich,keiner,nein,m
75,mittel,hoch,25.5,Mittelschicht,viel,nein,m
81,niedrig,moderat,20.9,obere Mittelschicht,moderat,nein,m
72,mittel,moderat,18.3,Mittelschicht,keiner,nein,w
78,mittel,keiner,27.6,arm,keiner,nein,m
70,mittel,keiner,31.3,reich,moderat,ja,divers
62,niedrig,mittel,19.1,obere Mittelschicht,keiner,ja,divers
77,hoch,mittel,29.2,obere Mittelschicht,viel,nein,w
91,mittel,mittel,23.2,Mittelschicht,moderat,nein,m
85,mittel,moderat,24.8,Mittelschicht,moderat,nein,divers
73,hoch,mittel,28.5,reich,viel,ja,divers
81,hoch,moderat,18.7,obere Mittelschicht,moderat,ja,m
89,hoch,hoch,30.5,Mittelschicht,viel,nein,m
68,niedrig,moderat,26.6,obere Mittelschicht,moderat,nein,m
79,hoch,keiner,26.0,obere Mittelschicht,moderat,nein,m
69,mittel,hoch,22.3,obere Mittelschicht,moderat,nein,w
74,mittel,moderat,29.7,untere Mittelschicht,keiner,ja,m
80,mittel,keiner,23.5,Mittelschicht,moderat,ja,w
82,mittel,moderat,13.6,Mittelschicht,keiner,nein,divers
86,mittel,mittel,18.0,untere Mittelschicht,keiner,nein,w
71,niedrig,moderat,20.5,untere Mittelschicht,moderat,nein,m
62,mittel,moderat,29.6,obere Mittelschicht,keiner,nein,divers
70,hoch,mittel,26.4,Mittelschicht,moderat,nein,w
74,niedrig,keiner,26.9,untere Mittelschicht,keiner,nein,divers
75,hoch,moderat,19.9,Mittelschicht,moderat,ja,w
84,mittel,mittel,23.0,untere Mittelschicht,moderat,nein,w
59,hoch,mittel,23.3,Mittelschicht,keiner,ja,divers
90,niedrig,keiner,28.4,obere Mittelschicht,moderat,nein,w
71,hoch,moderat,23.6,Mittelschicht,moderat,nein,w
71,mittel,moderat,33.3,untere Mittelschicht,moderat,ja,w
78,mittel,keiner,26.7,Mittelschicht,keiner,nein,divers
85,mittel,mittel,26.0,untere Mittelschicht,keiner,nein,divers
72,mittel,moderat,24.2,obere Mittelschicht,moderat,nein,w
74,niedrig,moderat,24.9,obere Mittelschicht,keiner,nein,divers
82,hoch,mittel,25.2,Mittelschicht,keiner,nein,m
82,hoch,keiner,24.7,untere Mittelschicht,keiner,ja,m
75,hoch,moderat,17.0,reich,moderat,nein,w
84,mittel,mittel,26.4,obere Mittelschicht,keiner,nein,divers
84,mittel,moderat,13.4,Mittelschicht,viel,nein,divers
95,mittel,mittel,24.4,untere Mittelschicht,keiner,nein,divers
86,mittel,hoch,20.8,reich,moderat,ja,w
81,hoch,mittel,20.8,obere Mittelschicht,moderat,nein,divers
68,mittel,keiner,32.7,untere Mittelschicht,keiner,nein,divers
73,mittel,moderat,25.9,obere Mittelschicht,moderat,ja,w
83,hoch,mittel,27.0,arm,viel,nein,w
76,hoch,mittel,26.5,Mittelschicht,viel,ja,w
99,hoch,moderat,24.8,obere Mittelschicht,moderat,nein,divers
77,niedrig,moderat,29.2,reich,moderat,nein,divers
86,hoch,mittel,29.7,Mittelschicht,keiner,nein,divers
81,mittel,mittel,20.4,Mittelschicht,moderat,ja,m
91,hoch,moderat,20.4,Mittelschicht,viel,nein,w
78,mittel,moderat,22.0,Mittelschicht,viel,nein,m
74,mittel,moderat,26.3,untere Mittelschicht,viel,nein,w
78,mittel,mittel,26.7,untere Mittelschicht,viel,ja,m
91,mittel,keiner,26.8,Mittelschicht,viel,nein,divers
72,niedrig,moderat,28.9,Mittelschicht,moderat,nein,divers
86,niedrig,hoch,20.1,Mittelschicht,moderat,ja,w
80,mittel,hoch,27.8,obere Mittelschicht,viel,ja,w
72,hoch,moderat,30.5,untere Mittelschicht,moderat,nein,divers
73,mittel,keiner,25.5,Mittelschicht,moderat,nein,w
73,mittel,moderat,25.1,untere Mittelschicht,moderat,nein,w
64,hoch,mittel,19.2,obere Mittelschicht,moderat,nein,divers
90,niedrig,keiner,21.6,obere Mittelschicht,viel,nein,divers
65,mittel,moderat,16.4,untere Mittelschicht,keiner,nein,w
68,niedrig,moderat,19.7,Mittelschicht,keiner,nein,divers
91,hoch,moderat,29.0,obere Mittelschicht,moderat,nein,w
68,hoch,mittel,34.0,Mittelschicht,viel,nein,divers
84,niedrig,keiner,23.7,untere Mittelschicht,moderat,nein,m
50,hoch,mittel,34.2,Mittelschicht,moderat,ja,w
61,mittel,mittel,18.4,Mittelschicht,moderat,nein,m
85,mittel,mittel,34.8,Mittelschicht,viel,ja,m
88,mittel,mittel,27.3,Mittelschicht,moderat,ja,m
80,niedrig,moderat,28.4,Mittelschicht,moderat,nein,w
82,niedrig,mittel,26.1,untere Mittelschicht,keiner,nein,m
76,mittel,keiner,24.7,Mittelschicht,moderat,nein,divers
67,mittel,moderat,23.9,obere Mittelschicht,keiner,nein,divers
58,mittel,moderat,24.6,Mittelschicht,keiner,nein,divers
65,mittel,keiner,20.6,Mittelschicht,viel,ja,divers
76,niedrig,mittel,30.6,untere Mittelschicht,viel,nein,m
84,mittel,moderat,18.7,untere Mittelschicht,viel,ja,w
65,mittel,moderat,28.8,Mittelschicht,moderat,nein,m
65,mittel,hoch,24.1,Mittelschicht,keiner,nein,w
80,niedrig,moderat,21.1,reich,moderat,ja,divers
76,niedrig,moderat,19.7,Mittelschicht,keiner,nein,w
68,mittel,mittel,26.3,Mittelschicht,keiner,ja,m
59,niedrig,keiner,26.8,Mittelschicht,keiner,ja,divers
74,niedrig,mittel,27.2,Mittelschicht,moderat,nein,divers
77,mittel,mittel,30.5,obere Mittelschicht,moderat,nein,divers
76,mittel,keiner,23.3,untere Mittelschicht,keiner,ja,m
76,mittel,mittel,27.2,reich,moderat,nein,m
75,niedrig,moderat,25.2,untere Mittelschicht,viel,nein,m
67,niedrig,keiner,22.3,untere Mittelschicht,moderat,nein,m
60,mittel,keiner,32.0,obere Mittelschicht,viel,nein,w
62,hoch,moderat,22.2,Mittelschicht,keiner,ja,m
67,hoch,moderat,28.6,Mittelschicht,moderat,ja,m
72,niedrig,keiner,30.0,Mittelschicht,moderat,nein,divers
68,niedrig,mittel,26.1,Mittelschicht,moderat,ja,w
66,hoch,moderat,33.6,Mittelschicht,viel,nein,divers
63,hoch,keiner,26.2,untere Mittelschicht,viel,nein,m
81,niedrig,hoch,26.7,Mittelschicht,moderat,nein,divers
73,mittel,moderat,24.5,arm,moderat,nein,m
75,mittel,moderat,24.4,obere Mittelschicht,moderat,ja,divers
84,mittel,mittel,33.8,Mittelschicht,viel,nein,divers
69,niedrig,hoch,19.5,obere Mittelschicht,moderat,nein,divers
74,niedrig,mittel,35.3,untere Mittelschicht,moderat,nein,w
66,niedrig,mittel,31.6,obere Mittelschicht,moderat,ja,m
91,mittel,moderat,22.8,Mittelschicht,keiner,nein,w
80,niedrig,hoch,31.5,arm,moderat,nein,w
71,hoch,keiner,24.2,Mittelschicht,moderat,ja,w
69,mittel,keiner,20.9,Mittelschicht,moderat,ja,w
68,niedrig,moderat,20.1,obere Mittelschicht,viel,nein,divers
75,mittel,moderat,21.9,untere Mittelschicht,moderat,nein,w
77,hoch,mittel,18.8,obere Mittelschicht,moderat,nein,divers
78,mittel,mittel,28.3,obere Mittelschicht,keiner,nein,m
55,niedrig,moderat,26.5,Mittelschicht,viel,nein,w
87,mittel,keiner,20.2,untere Mittelschicht,keiner,nein,divers
91,mittel,moderat,26.7,untere Mittelschicht,keiner,nein,m
67,mittel,mittel,24.8,obere Mittelschicht,keiner,nein,divers
80,hoch,moderat,25.3,obere Mittelschicht,moderat,nein,divers
80,niedrig,moderat,21.3,Mittelschicht,keiner,nein,divers
76,mittel,moderat,19.3,reich,keiner,nein,divers
73,hoch,keiner,21.4,Mittelschicht,moderat,nein,w
67,mittel,mittel,29.9,Mittelschicht,moderat,nein,w
85,hoch,moderat,27.4,untere Mittelschicht,moderat,nein,divers
64,mittel,mittel,23.7,Mittelschicht,moderat,nein,divers
87,mittel,moderat,25.6,Mittelschicht,moderat,nein,divers
98,niedrig,mittel,26.6,reich,keiner,nein,divers
76,mittel,keiner,23.8,Mittelschicht,moderat,nein,divers
76,mittel,mittel,24.4,obere Mittelschicht,moderat,nein,w
82,hoch,moderat,28.8,arm,keiner,nein,m
67,niedrig,mittel,19.7,reich,moderat,ja,m
56,mittel,moderat,27.0,obere Mittelschicht,keiner,nein,m
63,mittel,mittel,16.4,Mittelschicht,moderat,nein,w
78,niedrig,mittel,35.0,obere Mittelschicht,moderat,nein,w
74,mittel,hoch,28.4,reich,moderat,nein,m
75,mittel,moderat,24.6,obere Mittelschicht,viel,nein,m
84,hoch,mittel,23.8,Mittelschicht,viel,nein,divers
77,niedrig,mittel,26.3,untere Mittelschicht,moderat,nein,m
68,niedrig,keiner,29.0,Mittelschicht,moderat,nein,divers
73,niedrig,keiner,22.0,obere Mittelschicht,keiner,nein,m
80,niedrig,hoch,21.4,Mittelschicht,viel,nein,divers
75,mittel,mittel,25.0,Mittelschicht,keiner,nein,divers
85,niedrig,keiner,26.9,arm,moderat,nein,divers
74,mittel,moderat,28.3,obere Mittelschicht,moderat,nein,w
88,niedrig,mittel,27.2,Mittelschicht,viel,nein,divers
75,niedrig,mittel,19.8,Mittelschicht,viel,nein,divers
64,niedrig,keiner,23.8,obere Mittelschicht,moderat,nein,m
68,mittel,moderat,24.3,untere Mittelschicht,viel,nein,w
75,mittel,moderat,27.1,Mittelschicht,moderat,nein,w
74,mittel,hoch,26.9,untere Mittelschicht,viel,nein,m
75,mittel,moderat,17.1,Mittelschicht,moderat,nein,m
65,niedrig,mittel,24.4,obere Mittelschicht,viel,nein,m
62,mittel,keiner,27.4,Mittelschicht,moderat,ja,m
90,niedrig,moderat,29.9,arm,viel,nein,w
72,mittel,mittel,31.0,Mittelschicht,keiner,nein,divers
76,niedrig,mittel,23.7,arm,viel,ja,m
68,mittel,moderat,23.8,untere Mittelschicht,moderat,nein,w
71,mittel,moderat,25.7,Mittelschicht,moderat,nein,divers
76,niedrig,mittel,25.0,obere Mittelschicht,viel,ja,divers
79,niedrig,mittel,29.8,reich,viel,nein,w
84,hoch,keiner,19.1,obere Mittelschicht,keiner,ja,divers
49,mittel,moderat,28.7,reich,moderat,nein,divers
61,mittel,moderat,24.1,Mittelschicht,moderat,ja,m
63,mittel,moderat,17.8,untere Mittelschicht,moderat,nein,m
80,hoch,hoch,28.0,reich,moderat,nein,w
69,mittel,moderat,14.6,untere Mittelschicht,moderat,nein,w
69,niedrig,mittel,26.6,untere Mittelschicht,moderat,nein,w
60,mittel,moderat,25.7,Mittelschicht,moderat,ja,divers
74,mittel,moderat,27.3,Mittelschicht,keiner,ja,m
76,mittel,mittel,21.1,untere Mittelschicht,moderat,nein,w
86,hoch,moderat,24.4,Mittelschicht,moderat,nein,m
74,mittel,keiner,21.3,untere Mittelschicht,viel,nein,m
70,niedrig,mittel,21.5,arm,keiner,ja,divers
73,mittel,mittel,31.8,Mittelschicht,viel,ja,m
61,mittel,moderat,18.5,reich,moderat,nein,w
89,mittel,mittel,24.2,Mittelschicht,viel,ja,divers
68,mittel,moderat,29.2,Mittelschicht,moderat,nein,divers
68,mittel,mittel,32.3,untere Mittelschicht,keiner,nein,divers
81,mittel,hoch,23.0,obere Mittelschicht,moderat,nein,m
96,mittel,moderat,22.6,untere Mittelschicht,moderat,nein,divers
82,hoch,moderat,26.2,Mittelschicht,moderat,ja,divers
88,mittel,mittel,31.2,Mittelschicht,viel,nein,w
75,mittel,moderat,22.0,Mittelschicht,moderat,nein,m
79,mittel,moderat,22.3,reich,moderat,nein,w
95,mittel,moderat,25.5,Mittelschicht,moderat,ja,m
71,niedrig,moderat,25.7,untere Mittelschicht,keiner,ja,divers
61,mittel,keiner,21.1,untere Mittelschicht,viel,nein,w
87,mittel,moderat,22.4,Mittelschicht,moderat,nein,m
64,niedrig,moderat,27.1,untere Mittelschicht,moderat,ja,divers
86,niedrig,keiner,27.9,reich,moderat,nein,divers
84,mittel,mittel,22.0,obere Mittelschicht,viel,nein,m
60,mittel,hoch,31.0,obere Mittelschicht,keiner,nein,divers
71,niedrig,moderat,24.0,obere Mittelschicht,moderat,nein,m
88,mittel,moderat,27.2,Mittelschicht,moderat,ja,w
79,niedrig,keiner,33.7,Mittelschicht,viel,nein,m
68,mittel,keiner,28.7,reich,moderat,nein,divers
75,mittel,keiner,26.1,Mittelschicht,keiner,nein,m
90,hoch,mittel,27.0,Mittelschicht,moderat,nein,m
80,mittel,moderat,29.3,reich,moderat,nein,w
71,mittel,mittel,21.6,obere Mittelschicht,moderat,ja,m
64,niedrig,mittel,17.1,reich,keiner,nein,divers
95,mittel,keiner,20.6,obere Mittelschicht,viel,nein,m
72,mittel,moderat,23.9,untere Mittelschicht,viel,nein,m
78,niedrig,mittel,28.3,untere Mittelschicht,viel,nein,w
83,mittel,hoch,22.7,Mittelschicht,moderat,nein,divers
73,mittel,moderat,26.1,Mittelschicht,moderat,nein,w
72,mittel,moderat,31.4,untere Mittelschicht,viel,ja,m
79,mittel,mittel,27.9,untere Mittelschicht,moderat,nein,w
81,hoch,mittel,29.7,Mittelschicht,keiner,nein,divers
76,niedrig,keiner,19.8,untere Mittelschicht,viel,nein,m
78,niedrig,moderat,22.4,Mittelschicht,viel,nein,w
69,mittel,moderat,27.3,obere Mittelschicht,moderat,nein,m
87,mittel,moderat,25.1,untere Mittelschicht,moderat,nein,w
78,niedrig,mittel,31.8,Mittelschicht,moderat,nein,divers
77,niedrig,moderat,35.4,arm,keiner,nein,w
80,mittel,moderat,18.0,Mittelschicht,moderat,nein,m
82,hoch,moderat,26.5,obere Mittelschicht,moderat,nein,w
87,hoch,moderat,27.7,Mittelschicht,keiner,nein,divers
73,niedrig,keiner,20.1,Mittelschicht,moderat,nein,w
72,hoch,mittel,21.6,reich,viel,nein,divers
69,niedrig,moderat,27.4,Mittelschicht,moderat,ja,w
91,hoch,moderat,26.6,Mittelschicht,moderat,ja,m
63,niedrig,moderat,26.8,obere Mittelschicht,moderat,nein,w
86,mittel,moderat,22.6,Mittelschicht,viel,ja,w
73,niedrig,mittel,25.1,obere Mittelschicht,keiner,nein,w
67,mittel,moderat,27.6,Mittelschicht,keiner,nein,m
73,mittel,keiner,26.7,obere Mittelschicht,viel,ja,m
66,hoch,mittel,23.3,Mittelschicht,viel,ja,m
82,mittel,mittel,23.5,Mittelschicht,viel,nein,m
92,hoch,moderat,23.4,Mittelschicht,viel,nein,divers
77,hoch,moderat,28.7,reich,viel,ja,m
60,mittel,keiner,18.0,Mittelschicht,moderat,nein,m
59,mittel,moderat,30.1,Mittelschicht,keiner,nein,divers
69,mittel,moderat,35.2,arm,moderat,nein,m
69,mittel,mittel,25.7,untere Mittelschicht,moderat,ja,w
90,hoch,moderat,33.0,untere Mittelschicht,moderat,nein,w
95,mittel,moderat,29.8,Mittelschicht,moderat,nein,divers
85,niedrig,keiner,27.4,untere Mittelschicht,moderat,nein,w
82,niedrig,mittel,22.8,obere Mittelschicht,moderat,ja,w
66,mittel,hoch,25.0,obere Mittelschicht,moderat,nein,w
73,mittel,moderat,23.2,Mittelschicht,moderat,nein,m
81,niedrig,moderat,28.8,obere Mittelschicht,keiner,nein,w
75,mittel,moderat,30.9,reich,moderat,ja,m
63,mittel,mittel,24.2,Mittelschicht,moderat,nein,divers
67,niedrig,mittel,17.5,Mittelschicht,moderat,nein,divers
74,mittel,keiner,24.5,Mittelschicht,moderat,nein,m
90,mittel,hoch,27.5,Mittelschicht,moderat,nein,m
64,niedrig,moderat,32.4,Mittelschicht,moderat,nein,divers
87,mittel,moderat,27.3,Mittelschicht,viel,nein,divers
72,mittel,moderat,21.2,untere Mittelschicht,viel,ja,m
71,mittel,hoch,29.4,obere Mittelschicht,keiner,ja,m
93,niedrig,hoch,31.2,Mittelschicht,keiner,nein,divers
70,mittel,keiner,20.5,untere Mittelschicht,keiner,nein,w
76,mittel,moderat,17.9,untere Mittelschicht,moderat,ja,m
78,niedrig,mittel,24.4,obere Mittelschicht,moderat,nein,divers
70,hoch,moderat,18.6,untere Mittelschicht,viel,nein,divers
80,mittel,mittel,22.9,Mittelschicht,moderat,nein,divers
63,mittel,hoch,13.5,Mittelschicht,moderat,ja,w
74,mittel,moderat,32.1,Mittelschicht,keiner,nein,m
91,mittel,moderat,23.2,arm,viel,nein,w
68,niedrig,mittel,26.9,obere Mittelschicht,moderat,nein,divers
65,mittel,moderat,26.2,Mittelschicht,moderat,ja,divers
82,mittel,mittel,29.9,untere Mittelschicht,keiner,nein,divers
73,mittel,hoch,24.2,obere Mittelschicht,moderat,ja,divers
66,mittel,moderat,21.7,untere Mittelschicht,keiner,ja,m
72,mittel,mittel,26.5,untere Mittelschicht,moderat,ja,m
84,niedrig,hoch,21.8,arm,viel,ja,m
89,mittel,mittel,23.9,untere Mittelschicht,keiner,nein,w
74,mittel,mittel,22.0,Mittelschicht,moderat,nein,m
50,mittel,mittel,28.5,reich,keiner,nein,m
82,mittel,keiner,23.9,obere Mittelschicht,moderat,nein,m
75,niedrig,mittel,27.1,untere Mittelschicht,viel,nein,divers
59,hoch,keiner,22.9,obere Mittelschicht,keiner,nein,m
82,mittel,mittel,20.0,Mittelschicht,moderat,nein,m
77,mittel,moderat,19.6,untere Mittelschicht,moderat,ja,w
79,hoch,mittel,24.9,untere Mittelschicht,keiner,nein,w
58,niedrig,mittel,29.7,Mittelschicht,moderat,ja,m
67,mittel,mittel,21.8,Mittelschicht,keiner,nein,m
77,niedrig,keiner,29.6,Mittelschicht,viel,nein,divers
64,niedrig,moderat,25.2,untere Mittelschicht,moderat,ja,w
79,niedrig,hoch,27.8,obere Mittelschicht,viel,nein,w
76,mittel,keiner,23.5,Mittelschicht,viel,ja,m
66,mittel,moderat,25.3,untere Mittelschicht,moderat,ja,m
64,mittel,moderat,13.3,Mittelschicht,viel,nein,divers
79,niedrig,moderat,28.6,Mittelschicht,viel,nein,w
51,niedrig,mittel,21.0,Mittelschicht,keiner,ja,w
81,mittel,moderat,33.2,obere Mittelschicht,moderat,nein,w
75,niedrig,mittel,22.1,obere Mittelschicht,keiner,ja,w
73,mittel,keiner,30.5,Mittelschicht,keiner,nein,m
68,niedrig,keiner,21.8,untere Mittelschicht,keiner,ja,divers
70,hoch,mittel,21.2,Mittelschicht,viel,ja,w
76,niedrig,mittel,31.5,arm,viel,nein,m
78,mittel,mittel,24.0,Mittelschicht,viel,nein,w
72,mittel,keiner,18.7,Mittelschicht,moderat,nein,w
83,niedrig,moderat,24.7,Mittelschicht,keiner,ja,w
73,niedrig,moderat,37.8,untere Mittelschicht,moderat,ja,divers
77,mittel,mittel,22.0,obere Mittelschicht,moderat,nein,divers
70,mittel,mittel,29.6,untere Mittelschicht,keiner,nein,w
76,mittel,moderat,19.2,Mittelschicht,viel,nein,divers
84,hoch,moderat,22.3,Mittelschicht,viel,nein,divers
93,mittel,moderat,29.3,Mittelschicht,moderat,nein,divers
70,niedrig,hoch,30.1,Mittelschicht,moderat,nein,w
75,mittel,moderat,28.4,reich,moderat,nein,m
79,niedrig,moderat,21.6,obere Mittelschicht,viel,nein,divers
68,mittel,moderat,29.1,Mittelschicht,keiner,nein,m
71,niedrig,moderat,23.4,Mittelschicht,moderat,nein,m
65,mittel,moderat,26.7,untere Mittelschicht,keiner,nein,w
95,niedrig,mittel,20.7,Mittelschicht,moderat,nein,divers
75,mittel,keiner,30.6,obere Mittelschicht,moderat,nein,w
74,mittel,mittel,26.8,Mittelschicht,viel,nein,m
64,mittel,mittel,26.7,reich,moderat,nein,m
73,mittel,keiner,28.9,Mittelschicht,keiner,nein,m
86,niedrig,mittel,35.4,reich,viel,nein,divers
80,mittel,moderat,26.3,untere Mittelschicht,moderat,ja,m
76,mittel,mittel,23.6,Mittelschicht,moderat,nein,w
78,mittel,keiner,23.8,untere Mittelschicht,moderat,nein,divers
76,mittel,moderat,30.3,reich,moderat,ja,w
64,mittel,moderat,29.6,reich,keiner,nein,w
88,mittel,keiner,24.5,Mittelschicht,moderat,nein,m
53,hoch,mittel,22.6,reich,moderat,ja,m
87,hoch,moderat,24.9,Mittelschicht,keiner,nein,m
65,niedrig,keiner,23.0,reich,viel,nein,w
83,niedrig,mittel,27.2,untere Mittelschicht,moderat,ja,m
72,mittel,moderat,23.5,Mittelschicht,viel,nein,divers
71,mittel,keiner,21.3,Mittelschicht,keiner,nein,divers
91,mittel,moderat,23.7,arm,moderat,nein,w
87,niedrig,mittel,31.1,arm,moderat,ja,divers
84,mittel,keiner,23.3,untere Mittelschicht,viel,nein,w
79,mittel,mittel,24.9,reich,moderat,nein,m
65,niedrig,moderat,26.3,Mittelschicht,viel,ja,m
63,hoch,moderat,29.8,Mittelschicht,viel,ja,divers
70,mittel,mittel,25.8,untere Mittelschicht,viel,nein,m
77,mittel,mittel,24.0,obere Mittelschicht,viel,ja,divers
80,hoch,moderat,23.1,Mittelschicht,moderat,ja,divers
83,mittel,hoch,19.6,Mittelschicht,moderat,ja,m
76,mittel,moderat,32.8,Mittelschicht,moderat,nein,m
64,niedrig,keiner,22.3,Mittelschicht,viel,nein,w
80,mittel,mittel,25.7,reich,moderat,nein,m
78,mittel,moderat,27.0,untere Mittelschicht,keiner,nein,divers
81,niedrig,moderat,29.4,obere Mittelschicht,viel,nein,w
79,hoch,moderat,24.0,obere Mittelschicht,viel,nein,divers
81,niedrig,mittel,32.6,untere Mittelschicht,keiner,nein,divers
